Sr. No,Date of data collection,Time of data collection,pond_id,region,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
3165,01/24/2023,07:17,pond_3f2d6b7f,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.0,7.9,30.0,0.17,,,25.3,1.84,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,600.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3164,01/24/2023,07:15,pond_299152dc,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Sunny,3.8,7.9,30.0,0.16,,,26.3,0.85,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,30.0,2800.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3163,01/24/2023,07:04,pond_ddf602a6,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.4,7.9,27.0,0.38,,,25.6,1.86,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,340.0,7142.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3162,01/24/2023,06:57,pond_8dd26bbf,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.1,7.9,32.0,0.03,,,25.3,2.46,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,1500.0,1500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3161,01/24/2023,06:47,pond_7e4b5572,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.4,7.6,39.0,0.04,,,26.7,1.21,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,50.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3160,01/24/2023,06:20,pond_b842374c,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Foggy,4.7,7.8,35.0,0.0,,,26.6,1.26,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,30.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3159,01/24/2023,06:00,pond_863e7ed4,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Foggy,3.6,7.6,33.0,0.07,,,27.3,1.11,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,110.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3158,01/20/2023,16:40,pond_aabd8703,Nellore,Evening,Yes,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",10.9,8.15,,,,,29.2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,do levals came back to requried range..,No
3153,01/20/2023,06:58,pond_aabd8703,Nellore,Morning,Yes,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.3,7.76,34.0,0.12,,,26.4,0.96,,,Light green,Yes,,,,,,"Yes, all of them",01/19/2023,Stop feeding for 48 hours,,,,,Yes,,,,,,,,,,60.0,2857.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,do levels came back to requried range..,No
3152,01/19/2023,16:42,pond_2e1713ae,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",9.8,8.21,,,,,29.7,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3151,01/19/2023,16:22,pond_91c4302d,Nellore,Evening,No,,,Ara v12 monthly,Control,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",10.8,8.32,,,,,29.2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3150,01/19/2023,16:17,pond_d452b0a2,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,10.8,8.48,,,,,27.8,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3149,01/19/2023,16:11,pond_20c3d3aa,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,11.6,8.41,,,,,28.1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3148,01/19/2023,16:06,pond_a10e5445,Nellore,Evening,No,,,Ara v12 monthly,Control,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",11.3,8.21,,,,,28.9,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3147,01/19/2023,15:52,pond_87edd7c9,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #7,Sunny,8.3,8.26,,,,,28.7,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3146,01/19/2023,15:50,pond_3be25c81,Nellore,Evening,No,,,Ara v12 monthly,Control,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",8.4,8.12,,,,,28.6,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3145,01/19/2023,15:28,pond_a8a2b3a8,Eluru,Evening,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,8.2,8.4,,,,,28.3,,,,,Yes,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,No
3144,01/19/2023,15:11,pond_c2428871,Eluru,Evening,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,11.7,8.4,,,,,27.7,,,,,Yes,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,No
3142,01/19/2023,07:38,pond_2e1713ae,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",4.3,7.72,38.0,0.04,,,26.4,1.39,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,200.0,2833.0,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",,,No
3141,01/19/2023,07:36,pond_a8a2b3a8,Eluru,Morning,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Foggy,3.6,8.1,48.0,0.06,,,25.6,0.43,,,Light green,Yes,,,,,,,,,,,,,,,,0.0,,,,,,,40.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3140,01/19/2023,07:18,pond_c2428871,Eluru,Morning,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Foggy,3.8,7.9,29.0,0.04,,,25.8,1.06,,,Dark green,Yes,,,,,,,,,,,,,,,,10.0,,,,,,,60.0,3333.0,Roopchand,,,No
3139,01/19/2023,07:15,pond_91c4302d,Nellore,Morning,No,,,Ara v12 monthly,Control,Chandu,Taiwan #7,"Sunny, Foggy",3.8,7.63,37.0,0.09,,,26.9,1.59,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,400.0,3333.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3138,01/19/2023,07:12,pond_87edd7c9,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,1.3,8.1,26.0,0.13,,,25.3,1.83,,,Light green,No,Dissolved Oxygen,"Water exchange (inflow & outflow), H2O2",,,,,,,,,,,,,,,,,,,,,480.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3137,01/19/2023,06:50,pond_a10e5445,Nellore,Morning,No,,,Ara v12 monthly,Control,Chandu,Taiwan #7,"Sunny, Foggy",4.7,7.73,28.0,0.02,,,26.8,1.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,70.0,2250.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3136,01/19/2023,06:49,pond_20c3d3aa,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,5.0,8.33,30.0,0.38,,,25.2,1.74,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,600.0,4500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3134,01/19/2023,06:32,pond_d452b0a2,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.9,8.0,27.0,0.03,,,25.2,1.17,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,240.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3133,01/19/2023,06:30,pond_3be25c81,Nellore,Morning,No,,,Ara v12 monthly,Control,Chandu,Taiwan #7,Foggy,2.5,7.66,33.0,0.17,,,26.5,0.86,,,Light green,No,Dissolved Oxygen,,,,,,,,,,,,,,,,,,,,,,40.0,2300.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3132,01/18/2023,16:28,pond_9719af6d,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",10.8,8.14,,,,,28.6,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3131,01/18/2023,16:17,pond_a2a9984f,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",11.2,8.32,,,,,28.7,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3130,01/18/2023,16:01,pond_aabd8703,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",12.7,8.24,,,,,27.9,,,,,No,Dissolved Oxygen,Stop feeding for 48 hours,,,,,,,,,,,,,,,,,,,,,,,,,,No
3129,01/18/2023,15:40,pond_19e0e052,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",11.3,8.38,,,,,28.7,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3126,01/18/2023,07:35,pond_a2a9984f,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.3,7.91,31.0,0.18,,,26.1,0.62,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,120.0,4625.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3124,01/18/2023,07:15,pond_aabd8703,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",5.8,7.92,34.0,0.08,,,25.6,0.63,,,Light green,No,Dissolved Oxygen,Stop feeding for 48 hours,,,,,,,,,,,,,,,,,,,,,60.0,2857.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3123,01/18/2023,06:55,pond_19e0e052,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.4,7.84,36.0,0.09,,,26.5,0.52,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,160.0,4500.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3122,01/18/2023,06:30,pond_9719af6d,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Foggy,3.9,7.73,28.0,0.07,,,25.6,0.75,,,Dark green,Yes,,,,,,,,,,,,,,,,,,,,,,,880.0,3333.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3121,01/17/2023,17:05,pond_1d249330,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",11.3,8.01,,,,,28.9,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3120,01/17/2023,16:45,pond_bf58902e,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",9.2,7.98,,,,,28.4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3119,01/17/2023,16:20,pond_299152dc,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",10.6,8.12,,,,,28.7,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3118,01/17/2023,16:05,pond_863e7ed4,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",9.8,8.05,,,,,29.2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3117,01/17/2023,15:30,pond_f3ee5c50,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,9.7,8.77,,,,,26.0,,,,,No,Ph,,,,,,,,,,,"Farmer harvested after two days of the actual measurement, so he didn't follow corrective actions and he want apply fertilizers before stocking.",,"Farmer harvested after two days of the actual measurement, so he didn't follow corrective actions and he want apply fertilizers before stocking.",,,,,,,,,,,,,,No
3116,01/17/2023,15:28,pond_3238ce6b,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,10.6,9.14,,,,,26.1,,,,,No,Ph,,,,,,,,,,,,,"Farmer harvested after two days of the actual measurement, so he didn't follow corrective actions and he want apply fertilizers before stocking.",,,,,,,,,,,,,,No
3115,01/17/2023,07:35,pond_1d249330,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 75%",4.7,7.2,43.0,0.02,,,26.4,0.75,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,30.0,2666.0,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",,,No
3111,01/17/2023,07:05,pond_299152dc,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 75%",4.4,7.78,29.0,0.14,,,26.1,0.84,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,25.0,2800.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3110,01/17/2023,06:54,pond_f3ee5c50,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Foggy",3.8,8.37,,,,,25.2,,,,Light green,Yes,,,,,,"No, none of them",,,,,,"Farmer harvested after two days of the actual measurement, so he didn't follow corrective actions and he want apply fertilizers before stocking.",,,,,,,,,,,40.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3109,01/17/2023,06:50,pond_863e7ed4,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Foggy,4.1,7.61,31.0,0.11,,,26.6,1.1,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,70.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3108,01/17/2023,06:48,pond_3238ce6b,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Foggy",4.4,8.62,,,,,25.1,,,,Light green,No,Ph,,,,,"No, none of them",,,,,,"Farmer harvested after two days of the actual measurement, so he didn't follow corrective actions and he want apply fertilizers before stocking.",,"Farmer harvested after two days of the actual measurement, so he didn't follow corrective actions and he want apply fertilizers before stocking.",,,,,,,,,40.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3107,01/17/2023,06:30,pond_bf58902e,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Foggy,3.9,7.57,36.0,0.14,,,26.7,1.17,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,180.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3104,01/12/2023,15:59,pond_a296fb36,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,8.6,8.13,,,,,27.8,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3103,01/12/2023,15:33,pond_0630b31e,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #2,Sunny,10.8,8.31,,,,,27.9,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3102,01/12/2023,15:28,pond_8a45828a,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,8.8,7.44,,,,,25.8,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3101,01/12/2023,15:20,pond_d10c6be5,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,9.8,8.47,,,,,27.3,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3100,01/12/2023,15:17,pond_6c237175,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,8.1,8.2,,,,,27.3,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3098,01/12/2023,07:36,pond_a296fb36,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Foggy",4.3,7.9,25.0,0.01,,,25.6,0.61,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,40.0,35000.0,Roopchand,,,No
3095,01/12/2023,07:01,pond_0630b31e,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Foggy",3.4,8.11,27.0,0.27,,,25.1,0.57,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,160.0,1846.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3094,01/12/2023,06:45,pond_d10c6be5,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,3.3,8.21,23.0,0.07,,,25.1,0.26,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,60.0,8333.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3093,01/12/2023,06:42,pond_8a45828a,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,3.8,7.32,27.0,0.1,,,24.9,1.12,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,5.0,25000.0,Roopchand,,,No
3092,01/12/2023,06:37,pond_6c237175,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Foggy",4.6,7.87,23.0,0.03,,,24.9,0.26,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,60.0,12500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3091,01/11/2023,16:35,pond_f3ee5c50,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,8.6,8.91,,,,,26.8,,,,,No,Ph,Gypsum,,,,,,,,,,,,,,,,,,,,,,,,,,No
3090,01/11/2023,15:52,pond_3238ce6b,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,10.9,9.06,,,,,24.1,,,,,No,Ph,Gypsum,Remove pond vegetation reaching into water,,,,,,,,,,,,,,,,,,,,,,,,,No
3088,01/11/2023,07:45,pond_f3ee5c50,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,4.6,8.43,26.0,0.06,,,23.8,2.25,,,Dark green,Yes,,,,,,,,,,,,,,,,,,,,,,,60.0,3500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3086,01/11/2023,07:33,pond_3238ce6b,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,4.8,8.7,23.0,0.03,,,24.1,0.319,,,Dark green,No,Ph,Gypsum,Remove pond vegetation reaching into water,,,,,,,,,,,,,,,,,,,,60.0,,,,,No
3082,01/10/2023,16:50,pond_da063d58,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,8.4,8.16,,,,,26.6,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3081,01/10/2023,16:37,pond_0c63298a,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,11.9,8.14,,,,,27.3,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3080,01/10/2023,16:35,pond_b37f4a76,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,10.9,8.8,,,,,26.5,,,,,No,Ph,Water exchange (inflow & outflow),,,,,,,,,,,,,,,,,,,,,,,,,,No
3079,01/10/2023,16:19,pond_e78b9c9a,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,11.7,8.28,,,,,27.2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3078,01/10/2023,16:16,pond_c8cfdcb5,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,11.6,8.46,,,,,26.9,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3077,01/10/2023,16:06,pond_09e8bfb8,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,8.5,8.08,,,,,26.8,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3076,01/10/2023,07:55,pond_e78b9c9a,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.4,7.84,28.0,0.15,,,24.2,2.41,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,500.0,50000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3073,01/10/2023,07:29,pond_0c63298a,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.0,7.7,26.0,0.16,,,24.3,2.17,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,1500.0,2200.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3072,01/10/2023,07:21,pond_b37f4a76,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,2.2,8.06,26.0,0.06,,,,0.409,,,Dark green,No,Dissolved Oxygen,Water exchange (inflow & outflow),,,,,,,,,,,,,,,,,,,,,60.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3071,01/10/2023,07:16,pond_09e8bfb8,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,2.9,7.9,28.0,0.88,,,24.6,2.25,,,Light green,No,"Dissolved Oxygen, Ammonia Tan Nh3N","Aeration for one day, Lime",,,,,,,,,,,,,,,,,,,,,,58666.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3070,01/10/2023,07:04,pond_da063d58,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,1.4,7.93,23.0,0.74,,,24.1,2.26,,,Light green,No,"Dissolved Oxygen, Ammonia Tan Nh3N","Water exchange (inflow & outflow), Lime",,,,,,,,,,,,,,,,,,,,,420.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3069,01/10/2023,06:59,pond_c8cfdcb5,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Foggy",4.8,8.31,21.0,0.07,,,28.0,1.16,,,Dark green,Yes,,,,,,,,,,,,,,,,,,,,,,,180.0,2600.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3068,01/09/2023,16:25,pond_863e7ed4,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%, Cloud cover 50%",11.1,8.18,,,,,28.1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3067,01/09/2023,16:01,pond_299152dc,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",9.3,8.09,,,,,28.4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3066,01/09/2023,15:42,pond_03e8b599,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,11.0,8.48,,,,,27.2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3065,01/09/2023,15:25,pond_7b5c9c53,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,11.6,8.1,,,,,27.1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3064,01/09/2023,07:36,pond_03e8b599,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,4.3,8.24,25.0,0.1,,,24.4,0.741,,,Dark green,Yes,,,,,,,,,,,,,,,,,,,,,,,450.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3063,01/09/2023,07:11,pond_7b5c9c53,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,3.0,7.96,22.0,0.09,,,24.9,0.515,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,1000.0,2622.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3060,01/09/2023,06:55,pond_863e7ed4,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Foggy,4.2,7.77,34.0,0.02,,,26.1,1.08,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,70.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3058,01/09/2023,06:35,pond_299152dc,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Foggy,3.7,7.65,36.0,0.23,,,26.8,0.86,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,25.0,2800.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3057,01/07/2023,15:54,pond_e71ae278,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,10.3,7.9,,,,,26.8,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3056,01/07/2023,15:49,pond_040f0594,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #7,Sunny,11.0,7.73,,,,,27.2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3055,01/07/2023,07:26,pond_040f0594,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.2,7.58,32.0,0.28,,,25.7,1.97,,,Light green,Yes,,,,,,,,,,,,,,,,,,,,,,,1320.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3054,01/07/2023,07:13,pond_e71ae278,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.4,7.67,28.0,0.15,,,25.9,1.83,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,350.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3053,01/06/2023,16:40,pond_da9e5287,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",10.9,8.12,,,,,28.9,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
