Sr. No,Event date,Initial entry,pond_id,region,Pond status,Type,Logged by,Data verification method,Data verified by,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Fish purchases diverted,Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Notes,Lifecycle is updated accordingly on the master doc,Created at
53,09/09/2022,Yes,pond_2868ff26,Eluru,Treatment,Stocking,Maneesh,,,,5500.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
62,09/07/2022,Yes,pond_da063d58,Eluru,Treatment,Stocking,Maneesh,,,,4000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
63,09/01/2022,Yes,pond_e71ae278,Eluru,Treatment,Stocking,Maneesh,,,,5555.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5555,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
358,08/29/2022,No,pond_2e1713ae,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Sun dry the pond bottom and add lime,Planned harvest,16500,,0,0.0,Sold all big @122 rs per kg,,12/15/2023 11:42
359,08/28/2022,No,pond_302e375c,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Sun dry the pond bottom and add lime,Planned harvest,3600,0,0,0.0,Sold 2.5 ton big @115 and 1.1 ton medium @95 per kg,,12/15/2023 11:42
360,08/28/2022,No,pond_3f61267e,Eluru,Treatment,Stocking,Maneesh,,,,10050.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2042,,2042.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
361,08/27/2022,No,pond_1c92418d,Nellore,Control,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,3300,0,0,0.0,Sold 3.3 ton big @95 per kg,,12/15/2023 11:42
54,08/27/2022,Yes,pond_bf58902e,Nellore,Treatment,Stocking,Nagaraju B.,,,,3000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
362,08/26/2022,No,pond_da9e5287,Nellore,Treatment,Stocking,Chandu,,,,3000.0,70000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,,,3000.0,,,,,,,,Yes,Sun dried the pond bottom and added lime,,,,,,,,Bought 2900 Rohu and 100 Catla @4 rupees each and stocked in a 1 acre pond.,,12/15/2023 11:42
363,08/25/2022,No,pond_863e7ed4,Nellore,Treatment,Stocking,Chandu,,,,2500.0,34666.0,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,,,,,,,,,3000,,2500.0,,,,34666.0,,1180.0,,Yes,Sun dried the pond bottom and added lime and bleach.,,,,,,,,"Stocked 7000 Rohu and 500 Catla, bought 80,000 shrimp and got 24,000 as bonus and stocked in 3 acre pond.",,12/15/2023 11:42
364,08/21/2022,No,pond_da9e5287,Nellore,Treatment,Partial stocking,Chandu,,,,0.0,70000.0,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,,,,,,,,,,,70000.0,,,,Yes,Sun dried the pond bottom and add lime,,,,,,,,"Bought 50,000 shrimp @0.30 rupees and got 20,000 shrimp as bonus",,12/15/2023 11:42
365,08/20/2022,No,pond_3f61267e,Eluru,Treatment,Partial stocking,Nikhil,,,,8888.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,8008,,8008.0,,,,,,0.0,,No,,,,,,,,,Farmer converted his pond from grow out to breed out (CULTURE CHANGE),,12/15/2023 11:42
366,08/20/2022,No,pond_bd0f4fd7,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry pond bottom, plough and add lime",Planned harvest,2450,0,0,0.0,Sold 1.8 ton @92 and 0.65 ton @82 per kg,,12/15/2023 11:42
367,08/19/2022,No,pond_a296fb36,Eluru,Treatment,Stocking,Maneesh,,,,35000.0,,Roopchand,,,,,,,,,,,,,35000,,35000.0,,,,,,0.0,,,,,,,,,,,The farmer changed his culture from breed out to grow out.,,12/15/2023 11:42
368,08/17/2022,No,pond_edb67ba0,Nellore,Treatment,Stocking,Chandu,,,,3000.0,0.0,Roopchand,,,,,,,,,,,,,3000,,3000.0,,0.0,,0.0,,0.0,,No,,,,,,,,,Bought 9000 Roopchand fish @4 rupees per piece,,12/15/2023 11:42
369,08/17/2022,No,pond_1c1e7d4b,Nellore,Treatment,Stocking,Chandu,,,,3000.0,0.0,Roopchand,,,,,,,,,,,,,3000,,3000.0,,0.0,,0.0,,0.0,,No,,,,,,,,,Bought Roopchand fish from a neighboring farmer who is discontinuing his culture.,,12/15/2023 11:42
370,08/17/2022,No,pond_c30c0534,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry the pond bottom, add lime and bleach",,850,0,0,0.0,,,12/15/2023 11:42
371,08/16/2022,No,pond_3f61267e,Eluru,Treatment,Harvest,Nikhil,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,8000,,,,,,12/15/2023 11:42
372,08/15/2022,No,pond_c0b647c8,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry pond bottom, plough and add lime, bleach",Planned harvest,10500,0,0,0.0,Sold 10.5 ton fish,,12/15/2023 11:42
373,08/10/2022,No,pond_5f9e292b,Eluru,Treatment,Stocking,Nagaraju P.,,,,2100.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2100,,2100.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
56,08/07/2022,Yes,pond_1bde2fe0,Eluru,Treatment,Stocking,Maneesh,,,,5000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
374,08/06/2022,No,pond_bcde8e46,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Sun dry pond bottom and add lime and bleach,Planned harvest,9300,0,0,0.0,"Sold 7 ton big @105, medium 2.3 ton @95 rs per kg",,12/15/2023 11:42
376,08/05/2022,No,pond_1c1e7d4b,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,2500,0,0,0.0,Sold 1.5 ton big @96 and 1 ton medium @86,,12/15/2023 11:42
375,08/05/2022,No,pond_5f9e292b,Eluru,Treatment,Harvest,Maneesh,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,85000,,,,,,12/15/2023 11:42
377,08/04/2022,No,pond_9af26ee3,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry the pond bottom, ploughing, add lime and bleach",Planned harvest,5500,,0,0.0,,,12/15/2023 11:42
378,08/04/2022,No,pond_da579dd5,Nellore,Treatment,Stocking,Chandu,,,,,80000.0,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,,,,,,,,,,,80000.0,,,,Yes,Pond dried,,,,,,,,,,12/15/2023 11:42
379,08/03/2022,No,pond_1a41cc50,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,Yes,"Sundry ,Liming and constructing dieks,and installing new water pump",Planned harvest,65000,,,,,,12/15/2023 11:42
380,08/01/2022,No,pond_03e8b599,Eluru,Treatment,Partial stocking,Nikhil,,,,2100.0,,Roopchand,,,,,,,,,,,,,2500,,2000.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
381,07/28/2022,No,pond_04e640c0,Nellore,Treatment,Partial harvest,Chandu,,,,480.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,,400,,0.0,,,12/15/2023 11:42
382,07/27/2022,No,pond_891bf2fe,Nellore,Treatment,Stocking,Chandu,,,,0.0,150000.0,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,,,,,,,,,,,150000.0,,,,Yes,"Sun dried the pond bottom, ploughed the pond bottom and added organic fertilizer",,,,,,,,Bought 1 lakh shrimp @0.27 rupees and got 50K shrimp as bonus.,,12/15/2023 11:42
383,07/25/2022,No,pond_d01750af,Nellore,Treatment,Stocking,Chandu,,,,3090.0,70909.0,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,,,,,,,,,,,3090.0,,,,70909.0,,,,No,,,,,,,,,"Stocked 17000 fish (14600 Rohu, 2000 Catla, 400 Grass Carp) and 3,90,000 shrimp in 5.5 acre pond. Purchased fish @4.5 Rs per piece and purchased 3 lakh Shrimp at .30Rs per piece and got 90K shrimp as bonus.

Stocked above commitment  because there was no Grass Carp in his plan before but unexpectedly got few from other farmer so he added them as well.",,12/15/2023 11:42
384,07/23/2022,No,pond_edb67ba0,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,5250,0,0,0.0,Sold 3 ton medium @98 and 2.25 ton big @108,,12/15/2023 11:42
385,07/15/2022,No,pond_03e8b599,Eluru,Treatment,Harvest,Nikhil,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,23750,,1000,,,,12/15/2023 11:42
386,07/12/2022,No,pond_a79fbbe7,Eluru,Treatment,Stocking,Vivek,,,,2500.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2500,,2500.0,,,,,,0.0,,Yes,"Sundrying,desilting and deliming",,,,,,,,,,12/15/2023 11:42
387,07/07/2022,No,pond_3238ce6b,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,1800,,,,The farmer transferred the fish to his own grow-out pond,,12/15/2023 11:42
388,07/07/2022,No,pond_fb8a70d1,Nellore,Treatment,Harvest,Chandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,0,,He emptied the pond and wanted to start new culture.,,12/15/2023 11:42
389,07/06/2022,No,pond_c8cfdcb5,Eluru,Treatment,Partial harvest,Maneesh,,,,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,6000,,,,,,12/15/2023 11:42
390,07/05/2022,No,pond_863e7ed4,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry the pond bottom and add bleach, lime",Disease outbreak,4500,0,0,0.0,Red disease out break caused mortality and the farmer sold off all the fish.,,12/15/2023 11:42
391,07/03/2022,No,pond_91c4302d,Nellore,Control,Partial harvest,Chandu,,,,,33333.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,,2000,,,,,12/15/2023 11:42
392,06/26/2022,No,pond_04e640c0,Nellore,Treatment,Partial harvest,Chandu,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,,104,,,,,12/15/2023 11:42
393,06/21/2022,No,pond_da9e5287,Nellore,Treatment,Harvest,Chandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Sun dry the pond bottom and add lime,Planned harvest,1950,,0,,,,12/15/2023 11:42
394,06/21/2022,No,pond_9719af6d,Nellore,Treatment,Stocking,Chandu,,,,3333.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,,,,,,,,,,,3333.0,,,,,,,,Yes,Sun dried the pond bottom and added lime,,,,,,,,"Stocked 1 lakh fish in a 30 acre pond 80K Roopchand, 15K Rohu and 5K Catla

KSR1 says as his pond is in a single piece of land of 30 acres and there is no wastage for dykes there would be enough space for some extra fish.",,12/15/2023 11:42
396,06/18/2022,No,pond_43720001,Nellore,Treatment,Partial harvest,Chandu,,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,1000,,900,,Sold 1 ton @105 per kg all big size,,12/15/2023 11:42
395,06/18/2022,No,pond_2f7733e2,Nellore,Treatment,Partial harvest,Chandu,,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,1000,,900,,Sold 1 ton @105 per kg all big size,,12/15/2023 11:42
397,06/17/2022,No,pond_d01750af,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry pond bottom, ploughing and add lime",Planned harvest,14000,,0,0.0,Sold 12.4 tons big @116 and 700kgs medium @85,,12/15/2023 11:42
398,06/10/2022,No,pond_19e0e052,Nellore,Treatment,Partial harvest,Chandu,,,,3700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,10000,,74000,,,,12/15/2023 11:42
68,06/07/2022,Yes,pond_7a4f1082,Eluru,Treatment,Stocking,Maneesh,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
399,06/04/2022,No,pond_a79fbbe7,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"pond sun Dry, de silting and adding lime. ",Planned harvest,3300,0,0,,,,12/15/2023 11:42
400,06/04/2022,No,pond_1d648007,Nellore,Treatment,Partial harvest,Chandu,,,,1550.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,,190,,,,,12/15/2023 11:42
44,06/01/2022,Yes,pond_09e8bfb8,Eluru,Treatment,Stocking,Maneesh,,,,33333.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,20.0,,,,,,,,,33333,,33333.0,,,,,,0.0,,,,,,,,,,,,,12/15/2023 11:37
401,05/31/2022,No,pond_0630b31e,Eluru,Treatment,Stocking,Maneesh,,,,1846.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2500,,1846.0,,,,,,0.0,,Yes,Sun dry and added lime to the pond bottom.,,,,,,,,,,12/15/2023 11:42
402,05/31/2022,No,pond_d10c6be5,Eluru,Treatment,Harvest,Nikhil,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Farmer is planning to dry his pond and thinking of applying Agriculture lime.,Planned harvest,1750,,0,,,,12/15/2023 11:42
403,05/31/2022,No,pond_6c237175,Eluru,Treatment,Harvest,Nikhil,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Farmer is planning to dry his pond and thinking of applying Agriculture lime.,Planned harvest,1250,,0,,,,12/15/2023 11:42
405,05/27/2022,No,pond_299152dc,Nellore,Treatment,Partial stocking,Chandu,,,,2250.0,75000.0,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,,,,,,,,,,,75000.0,,,,No,,,,,,,,,Bought 50000 shrimp @0.25 rupees and got 25000 as bonus,,12/15/2023 11:42
404,05/27/2022,No,pond_b842374c,Nellore,Treatment,Partial stocking,Chandu,,,,2800.0,30000.0,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,,,,,,,,,,,75000.0,,,,,,,,,,,,,Bought 50000 shrimp @0.25 rupees and got 25000 as bonus,,12/15/2023 11:42
406,05/20/2022,No,pond_c2428871,Eluru,Treatment,Stocking,Nikhil,,,,10000.0,,Roopchand,,,,,,,,,,,,,10000,,10000.0,,,,,,0.0,,Yes,farmer applied Agricultural lime and slacked lime,,,,,,,,the farmer changed his culture from grow out to breed out,,12/15/2023 11:42
407,05/14/2022,No,pond_299152dc,Nellore,Treatment,Partial harvest,Chandu,,,,2250.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,,100,,0.0,"Only few shrimp survived, farmer sold 100kg shrimp in 80 Count @250 Rs per KG",,12/15/2023 11:42
90,05/12/2022,Yes,pond_3f2d6b7f,Eluru,Treatment,Stocking,Maneesh,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
73,05/10/2022,Yes,pond_7e4b5572,Nellore,Treatment,Stocking,Chandu,,,,3000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
408,05/09/2022,No,pond_a2a9984f,Nellore,Treatment,Partial harvest,Chandu,,,,4250.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,300,,0.0,Sold 300kgs @200 rupees per kg 140 Count,,12/15/2023 11:42
409,05/06/2022,No,pond_9719af6d,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry the pond bottom, add lime and bleach, ploughing",Planned harvest,55000,,0,,Harvested 55000 kgs @115 rupees per kg,,12/15/2023 11:42
410,05/01/2022,No,pond_91c4302d,Nellore,Control,Stocking,Chandu,,,,3333.0,66666.0,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,,,,,,,,,,,3333.0,,,,66666.0,,,,Yes,Sun dry the pond the pond bottom and added lime and gypsum.,,,,,,,,"Farmer stocked 17500 Rohu and 2500 Catla in a 6 acre pond, purchased at Rs. 7 per fish and
Stocked 4 lakh shrimp, purchased 2 lakh @0.27 Rs and got 2 lakh shrimp as bonus.
20000*7=140000
200000*.27=54000 
Total 194000",,12/15/2023 11:42
411,04/30/2022,No,pond_3be25c81,Nellore,Control,Partial harvest,Chandu,,,,2750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,4000,,11000,,"Farmer has done a partial harvest of 4 tons, all big fish @110 rupees per kg and is planning to do full harvest of remaining fish in a week to 10 days.",,12/15/2023 11:42
412,04/29/2022,No,pond_d01750af,Nellore,Treatment,Partial harvest,Chandu,,,,2700.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,,500,,0.0,Harvested 500kg Shrimp @240 per kg 90 Count,,12/15/2023 11:42
413,04/25/2022,No,pond_891bf2fe,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry the pond bottom, ploughing, add lime and bleach",Planned harvest,2000,0,0,0.0,,,12/15/2023 11:42
414,04/23/2022,No,pond_fb8a70d1,Nellore,Treatment,Partial harvest,Chandu,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,2700,,,,"700 Kg Big - @110 = 77000
2000 Kg Medium @85 = 170000",,12/15/2023 11:42
415,04/21/2022,No,pond_3238ce6b,Eluru,Treatment,Partial harvest,Maneesh,,,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,1450,,,,"The farmer sharvested fish and sent 7000 fish to his adjacent pond and the rest he sold
 off",,12/15/2023 11:42
416,04/21/2022,No,pond_f3ee5c50,Eluru,Treatment,Stocking,Maneesh,,,,3500.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,5000,,3500.0,,,,,,2025.0,,No,,,,,,,,,The farmer transferred fish from his own breed out pond adjacent to this pond.,,12/15/2023 11:42
417,04/21/2022,No,pond_04e640c0,Nellore,Treatment,Stocking,Chandu,,,,480.0,80000.0,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei), Pangasius",,,,,,,,,,,,,,,480.0,,,,80000.0,,,,Yes,"Sun dry pond bottom, strengthened dykes, ploughing, add lime and bleach.",,,,,,,,"Bought 1 lakh shrimp @ Rs. 0.16 and got 1 lakh shrimp as bonus. Costing 16000. The fish seed is collected during the floods and stocked in nursery pond, so no seed cost for fish.
Stocked 1200 fish in a 2.5 acre pond.",,12/15/2023 11:42
67,04/20/2022,Yes,pond_cdd2c67f,Eluru,,Stocking,Maneesh,,,,2200.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
418,04/18/2022,No,pond_bcde8e46,Nellore,Treatment,Partial harvest,Chandu,,,,1785.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,2000,,,,,,12/15/2023 11:42
65,04/15/2022,Yes,pond_9a0003fb,Eluru,Treatment,Stocking,Maneesh,,,,2200.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
419,04/09/2022,No,pond_19e0e052,Nellore,Treatment,Partial harvest,Chandu,,,,4300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,13000,0,86000,0.0,,,12/15/2023 11:42
66,04/08/2022,Yes,pond_c8879b29,Eluru,Treatment,Stocking,Maneesh,,,,2200.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
420,04/01/2022,No,pond_5f9e292b,Eluru,Treatment,Stocking,Maneesh,,,,2139.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2200,,2139.0,,,,,,1788.0,,No,,,,,,,,,,,12/15/2023 11:42
421,03/31/2022,No,pond_0630b31e,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Sun dry the pond and adding lime to the bottom,Planned harvest,180000,,0,,,,12/15/2023 11:42
422,03/27/2022,No,pond_da579dd5,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sundry the pond bottom, plough the pond and add lime",Planned harvest,3700,,0,0.0,"Rs. 109 per kg
3700*109=403300",,12/15/2023 11:42
423,03/24/2022,No,pond_7127c135,Eluru,Treatment,Stocking,Maneesh,,,,1823.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,1700,,1000.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
424,03/20/2022,No,pond_91c4302d,Nellore,Control,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Sun dry the pond bottom, ploughing by tractor, add lime and bleach",Planned harvest,22000,,0,,22000*112 = 2464000,,12/15/2023 11:42
76,03/20/2022,Yes,pond_1a41cc50,Eluru,Treatment,Stocking,Maneesh,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
425,03/15/2022,No,pond_edb67ba0,Nellore,Treatment,Partial harvest,Chandu,,,,3000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,1780,,9000,,,,12/15/2023 11:42
74,03/15/2022,Yes,pond_917e0459,Eluru,Treatment,Stocking,Maneesh,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
426,03/12/2022,No,pond_373669d6,Nellore,Treatment,Stocking,Chandu,,,,3000.0,,Roopchand,,,,,,,,,,,,,,,3000.0,,,,,,,,No,,,,,,,,,1500 Rohu were left from the previous cycle and 6000 Roopchand were added in this cycle in 2.5 Acre pond.,,12/15/2023 11:42
427,03/10/2022,No,pond_5f9e292b,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,110000,,,,,,12/15/2023 11:42
78,03/10/2022,Yes,pond_863e7ed4,Nellore,Treatment,Stocking,Chandu,,,,3000.0,43333.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,3000,,,,43333.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
75,03/09/2022,Yes,pond_884b1189,Eluru,Treatment,Stocking,Maneesh,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
84,03/07/2022,Yes,pond_0b972252,Nellore,Treatment,Stocking,Chandu,,,,3636.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,3636,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
428,03/05/2022,No,pond_c8cfdcb5,Eluru,Treatment,Partial stocking,Maneesh,,,,2063.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,,,1142.0,,,,,,,,No,,,,,,,,,the farmer did a partial harvest of 7000 fish and then he added 8000 fish to his pond and now the current total fish in his pond is 15000,,12/15/2023 11:42
429,03/05/2022,No,pond_f3ee5c50,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,2000,,,,The farmere harvested his own breed out pond and stocked in his own grow out pond.,,12/15/2023 11:42
432,03/04/2022,No,pond_ddf602a6,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,15000,,0,,,,12/15/2023 11:42
433,03/04/2022,No,pond_ddf602a6,Eluru,Treatment,Stocking,Maneesh,,,,5000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,5000,,5000.0,,,,,,0.0,,No,,,,,,,,,this is a breed out pond.,,12/15/2023 11:42
434,03/04/2022,No,pond_960111d3,Eluru,Treatment,Stocking,Maneesh,,,,2076.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2000,,1923.0,,,,,,767.0,,No,,,,,,,,,The farmer stocked fish from his own breed out pond and there were 2000 fish as rejects from previous cycle.,,12/15/2023 11:42
430,03/04/2022,No,pond_299152dc,Nellore,Treatment,Partial stocking,Chandu,,,,2250.0,80000.0,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,"2250 Fish per acre
80000 Shrimp per acre.

The 40,000 shrimp stocked in January didn`t survive, so the farmer stocked again.",,12/15/2023 11:42
431,03/04/2022,No,pond_2e1713ae,Nellore,Treatment,Stocking,Chandu,,,,2666.0,36363.0,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,,,,,,,,,,,36363.0,,,,No,,,,,,,,,Stocked 2 lakhs shrimp in a pond of 5.5 acres,,12/15/2023 11:42
